logdate,910,920,930,940,950,1000,1010,1020,1030,1040,1050,1100,1110,1120,1130,1140,1150,1200,1210,1220,1230,1240,1250,1300,1310,1320,1330,1340,1350,1400,1410,1420,1430,1440,1450,1500,1510,1520,1530,gap
2017-10-30,-0.00134181,-0.001016665,0.000474894,-0.000965308,0.000730725,4.78E-05,-0.000127602,-0.000279396,0.000167704,-0.000355228,-0.000886241,8.39E-05,-0.000890952,0.000591829,-0.000211828,0.000363824,7.99E-05,4.00E-05,5.99E-05,-6.79E-05,-0.000351653,-2.80E-05,2.40E-05,0.000667548,0.000171725,-8.38E-05,-0.000575193,0.000319714,-0.001154484,0.000503943,6.39E-05,0.00013194,-0.000807346,-0.000620012,0.000440307,-7.61E-05,0.000736215,0.000115959,0.000163865,1
2017-10-31,0.000619958,0.000611571,-8.39E-05,0.000795004,0.000155639,0.000267381,3.99E-05,0.000474786,-0.000961097,0.000479013,-0.000215477,0.001356959,0.001036166,-4.77E-05,-0.000342455,-9.16E-05,0.000235048,0.000246854,0.000664855,0.000672475,0.0001193,-0.000135204,0.000298207,0.001160643,-7.95E-06,0.000301749,-0.000138862,0.000595453,0.000460175,0.000666177,-0.000935181,0.001063014,-0.000178287,-0.000495383,0.000927755,0.000851749,-0.00022167,0.000288989,-0.001298142,0
2017-11-01,0.001509562,-0.000121932,0.003070196,0.000882917,-0.001972081,0.000235644,0.001991237,-0.000682012,0.000176485,0.000545158,0.000282191,0.000219356,-0.000238915,0.000199845,-0.000951966,0.000446997,-0.00056833,0.000203945,0.000392108,-4.32E-05,-0.000250819,5.48E-05,0.000172478,-0.000239054,0.000721355,0.000356591,-0.000419094,0.000145018,7.05E-05,-0.000250762,-0.000858084,7.07E-05,0.000141116,-4.70E-05,0.000972404,-0.000227229,-0.000109718,0.000376163,0.001382731,0
2017-11-02,-0.001878386,-0.000762913,-3.92E-05,0.000176279,-0.000696867,0.000767844,-0.000305354,1.96E-05,-0.000164431,0.00028197,-0.000708693,-0.000344841,0.000768289,6.65E-05,-0.000759713,0.000329147,-0.00043875,0.000105836,3.91E-05,-0.000611292,2.35E-05,-0.000611651,-0.002189459,0.000542614,7.08E-05,0.000518679,-0.000267068,0.000192513,1.97E-05,-0.000353489,0.000675858,-0.000475226,-0.000443896,0.000479501,0.0003261,-0.000761867,0.00125373,3.92E-05,-0.000506269,0
2017-11-03,-0.001110563,-0.001033428,-0.00101498,1.57E-05,0.000380484,-0.000439213,0.000466893,-0.001560562,-0.00081688,-0.000400905,0.000121913,0.000401017,0.001391101,-0.000761317,-0.000526213,0.000310349,5.90E-05,-7.07E-05,-0.000251466,-2.36E-05,-0.000145338,-0.001057138,-7.88E-06,-0.000401292,0.000369936,0.000322638,-0.000204524,8.26E-05,1.57E-05,3.14E-05,0.000944051,-0.000153308,0.000365578,0.000671803,0.000848009,0.000733609,0.000470372,0.000462307,0.001770162,1
2017-11-06,0.00015257,0.000739522,-0.001575597,-0.000364144,-0.000301635,0.000615218,-0.000673638,-0.002237533,-0.001692748,0.000310809,0.000566407,-4.72E-05,-0.00032629,-0.001030164,-0.00138948,-0.001864392,7.11E-05,-0.000225105,0.000315989,0.001346456,0.000839826,-0.00023248,0.0004059,0.001299913,0.000774978,-0.000998467,0.000578506,-7.87E-06,-0.000684268,0.000310807,6.69E-05,0.000413068,-0.000365762,0.00082216,0.001230164,0.001177667,-0.000360696,4.71E-05,-7.85E-05,1
2017-11-07,0.001060343,0.001208348,-0.001798567,0.001648662,-0.001214824,0.000498322,0.000117577,0.000647076,-0.000262624,0.000529213,-0.000760019,0.00012549,-0.000580282,-0.00094529,0.000553562,5.11E-05,-0.001965851,-0.000589736,-0.000196695,0.001605376,-0.000373271,0.000585541,-5.89E-05,0.000455586,-0.000588896,-0.001421989,0.000475984,0.000188729,0.000165082,-0.000970851,0.00142825,-0.000644381,0.000550448,-0.000667944,0.000758815,0.000436048,-0.000640076,0.000491205,-0.000223907,1
2017-11-08,0.000890728,0.000173238,0.001570887,-0.001242128,0.000362061,0.000149556,0.001038473,0.001461833,-0.000129425,0.00207596,-0.000328911,0.001210483,0.000731755,-0.000879755,0.000528261,-0.000962189,0.000657817,-0.000270041,-0.001404939,-0.000133286,0.000678097,0.001464962,-0.000465421,-0.00074737,-0.000888949,-0.00023521,-0.001262372,-0.001432733,0.001497651,0.000349392,-0.000863213,0.00082858,-0.001102645,0.001143183,-4.32E-05,-0.000729799,0.00038875,0.001711368,0.000176317,0
2017-11-09,-0.001434578,0.000133132,-0.000172293,-0.0012292,-0.001438463,0.001750645,-0.000293879,0.000646686,-0.00072851,0.002104916,-0.00109136,0.00118261,-6.25E-05,-0.00036766,-0.000735686,0.000877145,-7.82E-05,0.000371689,0.000340326,-0.000351951,0.000195565,-0.000887701,0.000774968,-0.000500522,0.000418616,0.000371555,-0.000469163,-0.00147863,-0.000771733,-0.000842871,-0.001918799,0.000283142,-0.001332407,-2.36E-05,-0.000948441,0.0006185,0.001826672,0.00274686,-0.000446717,1
2017-11-10,0.001024549,-0.001196694,0.00114299,-0.000267688,0.000441009,0.000751894,-0.000873285,0.001133841,0.000200552,0.000511118,-0.000593361,-0.001002642,-0.000582491,-0.000161523,0.000894099,-0.000236055,0.000846232,0.000420838,-0.000117954,0.000287001,0.000172919,-0.000542268,-0.00021234,-0.000224195,-0.000196683,-0.000247823,0.000751629,-9.44E-05,0.000137687,0.000416845,0.000334047,0.000271101,0.000102139,-0.001174429,0.000739358,-7.07E-05,0.000117819,-0.000664045,-0.000110108,0
2017-11-13,0.000709949,-0.002622193,-0.002216347,-0.000665583,-0.001182336,0.001211287,-0.001513287,-0.000268464,0.000860743,0.000859906,-3.16E-05,-0.00065818,-0.00095836,-0.000232953,-9.48E-05,0.000465962,-0.000426234,-0.001887586,0.000423262,0.000526005,-0.000272707,-0.000177897,0.00103996,0.00011062,-0.000687271,0.000778645,-0.000383089,0.000260732,0.000327879,0.000552777,0.000150017,0.00046559,-0.000603455,-0.00024463,-0.000311862,-0.000556725,-0.00011459,0.000284482,-0.000466094,0
2017-11-14,-0.001243751,-0.000778758,-0.001171028,-0.000487179,9.11E-05,0.000158555,-0.000412044,0.000221976,9.91E-05,0.002115736,-0.001150522,0.000728276,-0.000332198,-0.001566874,0.0003844,-0.000598187,9.51E-05,0.000515271,0.000221767,7.14E-05,-0.000479177,-0.000182341,-0.000134676,0.000110988,0.000170381,-0.000166386,0.000130712,5.95E-05,2.37E-05,-0.000293193,0.001070164,0.00012662,-8.31E-05,0.000391925,0.000498627,0.000268937,0.000462717,-0.000743113,-0.000613106,1
2017-11-15,-0.00271392,-0.000484652,-0.000405415,-0.000731654,0.003012207,0.001146561,-3.57E-05,-0.001723835,-0.000575572,-0.000838012,0.001196542,5.16E-05,-0.001480897,0.000139204,0.001307887,-4.36E-05,0.000528117,-0.000178659,-0.00032143,0.00040102,0.000158716,-0.000103178,9.92E-05,-0.000496032,0.00028187,-0.000127038,0.000555803,4.76E-05,9.12E-05,9.92E-05,7.54E-05,-0.00049974,-0.000523822,-0.000412919,-0.000401162,0.0001232,0.000639691,0.000365248,-0.000512014,0
2017-11-16,,,,,,,-0.00093625,-0.001393718,0.001876773,0.000758101,0.000682103,0.000903594,-0.000657339,0.002397094,-0.00031623,0.000506108,-6.72E-05,0.000343787,-0.000308077,-0.000466406,1.98E-05,0.000379547,-0.000829919,0.000308545,0.000672218,-0.000687588,0.000292622,-0.000423024,0.000312454,-0.000363708,0.000684228,0.000205533,0.000422752,-5.92E-05,0.000671509,5.92E-05,7.11E-05,-3.95E-05,-9.87E-05,0
2017-11-17,-0.001210946,0.000732196,0.003363102,0.001328921,0.000332817,0.001017515,-3.12E-05,-0.000985299,0.000144759,0.000340492,-0.001052358,0.000344655,-0.002188304,-0.000976873,-0.002980559,0.00026781,-5.12E-05,0.000267848,0.001043232,-0.000448293,-5.51E-05,0.000413168,-0.000782687,-0.000822701,-0.000445111,0.000472924,0.001016379,-0.000535248,-0.000106319,-0.000315048,-0.000137811,-0.00088642,-0.000114366,0.00036278,-3.95E-06,0.00044157,2.37E-05,-0.000240403,-0.001280919,0
